"Line(00123)","52 "," Labor Room and Delivery Room", , , , , , , , ,"52 ","52 "," Labor Room and Delivery Room", , , , , , , , , , ,"52 ","52 "," Labor Room and Delivery Room", , , , , , ," "," "," ","52 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00124)","53 "," Anesthesiology", , , , , , , , ,"53 ","53 "," Anesthesiology", , , , , , , , , , ,"53 ","53 "," Anesthesiology", , , , , , ," "," "," ","53 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00125)","54 "," Radiology-Diagnostic", , , , , , , , ,"54 ","54 "," Radiology-Diagnostic", , , , , , , , , , ,"54 ","54 "," Radiology-Diagnostic", , , , , , ," "," "," ","54 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00126)","55 "," Radiology-Therapeutic", , , , , , , , ,"55 ","55 "," Radiology-Therapeutic", , , , , , , , , , ,"55 ","55 "," Radiology-Therapeutic", , , , , , ," "," "," ","55 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00127)","56 "," Radioisotope", , , , , , , , ,"56 ","56 "," Radioisotope", , , , , , , , , , ,"56 ","56 "," Radioisotope", , , , , , ," "," "," ","56 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00128)","57 "," Computed Tomography (CT) Scan", , , , , , , , ,"57 ","57 "," Computed Tomography (CT) Scan", , , , , , , , , , ,"57 ","57 "," Computed Tomography (CT) Scan", , , , , , , , , ,"57 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00129)","58 "," Magnetic Resonance Imaging (MRI)", , , , , , , , ,"58 ","58 "," Magnetic Resonance Imaging (MRI)", , , , , , , , , , ,"58 ","58 "," Magnetic Resonance Imaging (MRI)", , , , , , , , , ,"58 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00130)","59 "," Cardiac Catheterization", , , , , , , , ,"59 ","59 "," Cardiac Catheterization", , , , , , , , , , ,"59 ","59 "," Cardiac Catheterization", , , , , , , , , ,"59 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00131)","60 "," Laboratory", , , , , , , , ,"60 ","60 "," Laboratory", , , , , , , , , , ,"60 ","60 "," Laboratory", , , , , , ," "," "," ","60 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00132)","61 "," PBP Clinical Laboratory Services-Program Only", ," "," "," ", ," "," "," ","61 ","61 "," PBP Clinical Laboratory Services-Program Only"," "," "," "," "," "," "," "," "," "," ","61 ","61 "," PBP Clinical Laboratory Services-Program Only"," "," "," "," "," "," "," "," "," ","61 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00133)","62 "," Whole Blood & Packed Red Blood Cells", , , , , , , , ,"62 ","62 "," Whole Blood & Packed Red Blood Cells", , , , , , , , , , ,"62 ","62 "," Whole Blood & Packed Red Blood Cells", , , , , , ," "," "," ","62 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00134)","63 ","\" Blood Storing"," Processing"," & Trans.\"", , , , , , , , ,"63 ","63 ","\" Blood Storing"," Processing"," & Trans.\"", , , , , , , , , , ,"63 ","63 ","\" Blood Storing"," Processing"," & Trans.\"", , , , , , ," "," "," ","63 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00135)","64 "," Intravenous Therapy", , , , , , , , ,"64 ","64 "," Intravenous Therapy", , , , , , , , , , ,"64 ","64 "," Intravenous Therapy", , , , , , ," "," "," ","64 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00136)","65 "," Respiratory Therapy", , , , , , , , ,"65 ","65 "," Respiratory Therapy", , , , , , , , , , ,"65 ","65 "," Respiratory Therapy", , , , , , ," "," "," ","65 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00137)","66 "," Physical Therapy", , , , , , , , ,"66 ","66 "," Physical Therapy", , , , , , , , , , ,"66 ","66 "," Physical Therapy", , , , , , ," "," "," ","66 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00138)","67 "," Occupational Therapy", , , , , , , , ,"67 ","67 "," Occupational Therapy", , , , , , , , , , ,"67 ","67 "," Occupational Therapy", , , , , , ," "," "," ","67 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00139)","68 "," Speech Pathology", , , , , , , , ,"68 ","68 "," Speech Pathology", , , , , , , , , , ,"68 ","68 "," Speech Pathology", , , , , , ," "," "," ","68 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00140)","69 "," Electrocardiology", , , , , , , , ,"69 ","69 "," Electrocardiology", , , , , , , , , , ,"69 ","69 "," Electrocardiology", , , , , , ," "," "," ","69 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00141)","70 "," Electroencephalography", , , , , , , , ,"70 ","70 "," Electroencephalography", , , , , , , , , , ,"70 ","70 "," Electroencephalography", , , , , , ," "," "," ","70 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00142)","71 "," Medical Supplies Charged to Patients", , , , , , , , ,"71 ","71 "," Medical Supplies Charged to Patients", , , , , , , , , , ,"71 ","71 "," Medical Supplies Charged to Patients", , , , , , ," "," "," ","71 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00143)","72 "," Implantable Devices Charged to Patients", , , , , , , , ,"72 ","72 "," Implantable Devices Charged to Patients", , , , , , , , , , ,"72 ","72 "," Implantable Devices Charged to Patients", , , , , , , , , ,"72 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00144)","73 "," Drugs Charged to Patients", , , , , , , , ,"73 ","73 "," Drugs Charged to Patients", , , , , , , , , , ,"73 ","73 "," Drugs Charged to Patients", , , , , , ," "," "," ","73 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00145)","74 "," Renal Dialysis", , , , , , , , ,"74 ","74 "," Renal Dialysis", , , , , , , , , , ,"74 ","74 "," Renal Dialysis", , , , , , ," "," "," ","74 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00146)","75 "," ASC (Non-Distinct Part)", , , , , , , , ,"75 ","75 "," ASC (Non-Distinct Part)", , , , , , , , , , ,"75 ","75 "," ASC (Non-Distinct Part)", , , , , , ," "," "," ","75 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00147)","76 "," Other Ancillary (specify)", , , , , , , , ,"76 ","76 "," Other Ancillary (specify)", , , , , , , , , , ,"76 ","76 "," Other Ancillary (specify)", , , , , , ," "," "," ","76 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00148)", ,"OUTPATIENT SERVICE COST CENTERS", ," "," "," "," "," "," "," ", , ,"OUTPATIENT SERVICE COST CENTERS"," "," "," "," "," "," "," "," "," "," ", , ,"OUTPATIENT SERVICE COST CENTERS"," "," "," "," "," "," "," "," "," ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00149)","88 "," Rural Health Clinic (RHC)", , , , , , , , ,"88 ","88 "," Rural Health Clinic (RHC)", , , , , , , , , , ,"88 ","88 "," Rural Health Clinic (RHC)", , , , , , ," "," "," ","88 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00150)","89 "," Federally Qualified Health Center (FQHC)", , , , , , , , ,"89 ","89 "," Federally Qualified Health Center (FQHC)", , , , , , , , , , ,"89 ","89 "," Federally Qualified Health Center (FQHC)", , , , , , , , , ,"89 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00151)","90 "," Clinic", , , , , , , , ,"90 ","90 "," Clinic", , , , , , , , , , ,"90 ","90 "," Clinic", , , , , , , , , ,"90 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00152)","91 "," Emergency", , , , , , , , ,"91 ","91 "," Emergency", , , , , , , , , , ,"91 ","91 "," Emergency", , , , , , ," "," "," ","91 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00153)","92 "," Observation Beds", ," "," "," "," "," "," "," ","92 ","92 "," Observation Beds"," "," "," "," "," "," "," "," "," "," ","92 ","92 "," Observation Beds"," "," "," "," "," "," "," "," "," ","92 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00154)","93 "," Other Outpatient Service (specify)", , , , , , , , ,"93 ","93 "," Other Outpatient Service (specify)", , , , , , , , , , ,"93 ","93 "," Other Outpatient Service (specify)", , , , , , ," "," "," ","93 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00155)","4090 (Cont.)", ,"   FORM CMS-2552-10", , , ,"08-11", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00156)","POST STEPDOWN ADJUSTMENTS", ," PROVIDER CCN:"," PERIOD:", ," WORKSHEET B-2", , , , , , , , , , , , , , , , , , , , , , , ,"  ."
"Line(00157)", , , ," FROM ____________", , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00158)", , ," ________________"," TO _______________", , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00159)", , , ,"WORKSHEET ", , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00160)", ,"DESCRIPTION", ,"PART","LINE NO.","AMOUNT", , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00161)", ,"1 ", ,"2","3","4", , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00162)","1 "," Adjustment for EPO costs in Renal Dialysis cost center", ,"1 ","74 ", ,"1 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00163)","2 "," Adjustment for EPO costs in Home Program Dialysis cost center", ,"1 ","94 ", ,"2 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00164)","3 "," Adjustment for ARANESP costs in Renal Dialysis cost center", ,"1 ","74 ", ,"3 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00165)","4 "," Adjustment for ARANESP costs in Home Program Dialysis cost center", ,"1 ","94 ", ,"4 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00166)","5 ", , , , , ,"5 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00167)","6 ", , , , , ,"6 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00168)","7 ", , , , , ,"7 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00169)","8 ", , , , , ,"8 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00170)","9 ", , , , , ,"9 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00171)","10 ", , , , , ,"10 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00172)","11 ", , , , , ,"11 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00173)","12 ", , , , , ,"12 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00174)","13 ", , , , , ,"13 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00175)","14 ", , , , , ,"14 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00176)","15 ", , , , , ,"15 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00177)","16 ", , , , , ,"16 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00178)","17 ", , , , , ,"17 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00179)","18 ", , , , , ,"18 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00180)","19 ", , , , , ,"19 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00181)","20 ", , , , , ,"20 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00182)","21 ", , , , , ,"21 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00183)","22 ", , , , , ,"22 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00184)","23 ", , , , , ,"23 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00185)","24 ", , , , , ,"24 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00186)","25 ", , , , , ,"25 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00187)","26 ", , , , , ,"26 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00188)","27 ", , , , , ,"27 ", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00189)","28 ", , , , , ,"28 ", , , , , , , , , , , , , , , , , , , , , , ,""
