"Line(00354)", , ,"                                                 ", , , , , , , , , , , ,""
"Line(00355)", , ,"Adults & Pediatrics", ,"03000","(01)", , ,"Home Program Dialysis","09400","(01)", , , ,""
"Line(00356)", , ,"Intensive Care Unit ", ,"03100","(20)", , ,"Ambulance Services","09500","(01)", , , ,""
"Line(00357)", , ,"Coronary Care Unit", ,"03200","(20)", , ,"Durable Medical Equip. - Rented","09600","(20)", , , ,""
"Line(00358)", , ,"Burn Intensive Care Unit", ,"03300","(20)", , ,"Durable Medical Equip. - Sold ","09700","(20)", , , ,""
"Line(00359)", , ,"Surgical Intensive Care Unit ", ,"03400","(20)", , ,"I&R Services - Not Apprvd. Prgm.","10000","(01)", , , ,""
"Line(00360)", , ,"Subprovider - IPF", ,"04000","(1)", , ,"Home Health Agency","10100","(10)", , , ,""
"Line(00361)","08-11", , ,"     FORM CMS-2552-10", , , ,"4090 (Cont.)"
"Line(00362)","COMPUTATION OF INPATIENT", , ," PROVIDER CCN.: ______________", ," PERIOD:","\" WORKSHEET D-1","\"",""
"Line(00363)","OPERATING COST", , , , ," FROM ____________"," PART I",""
"Line(00364)", , , ," COMPONENT CCN.: ____________", ," TO _______________", ,""
"Line(00365)","Check", ,"   [ ]  Title V - I/P","   [ ]  Hospital","[ ] Subprovider (other)","      [ ]  ICF/MR","   [ ]  PPS",""
"Line(00366)","applicable", ,"\"   [ ]  Title XVIII"," Part A\"","   [ ]  IPF ","[ ]  SNF", ,"   [ ]  TEFRA",""
"Line(00367)","boxes:", ,"   [ ]  Title XIX - I/P","   [ ]  IRF", , ,"   [ ]  Other",""
"Line(00368)","PART  I  -  ALL PROVIDER COMPONENTS", , , , , , ,""
"Line(00369)", , , ,"INPATIENT DAYS", , , ,""
"Line(00370)","1 ","\" Inpatient days (including private room days and swing-bed days"," excluding newborn)\"", , , , , ,"1 "
"Line(00371)","2 ","\" Inpatient days (including private room days"," excluding swing-bed and newborn days)\"", , , , , ,"2 "
"Line(00372)","3 "," Private room days (excluding swing-bed and observation bed days)", , , , , ,"3 "
"Line(00373)","4 "," Semi-private room days (excluding swing-bed and observation bed days)", , , , , ,"4 "
"Line(00374)","5 "," Total swing-bed SNF type inpatient days (including private room days) through December 31 of the cost reporting period", , , , , ,"5 "
"Line(00375)","6 "," Total swing-bed SNF type inpatient days (including private room days) after December 31 of the cost reporting period (if", , , , , ,"6 "
"Line(00376)", ,"\" calendar year"," enter 0 on this line)\"", , , , , ,""
"Line(00377)","7 "," Total swing-bed NF type inpatient days (including private room days) through December 31 of the cost reporting period", , , , , ,"7 "
"Line(00378)","8 "," Total swing-bed NF type inpatient days (including private room days) after December 31 of the cost reporting period (if", , , , , ,"8 "
"Line(00379)", ,"\" calendar year"," enter 0 on this line) \"", , , , , ,""
"Line(00380)","9 "," Total inpatient days including private room days applicable to the Program (excluding swing-bed and newborn days)", , , , , ,"9 "
"Line(00381)","10 "," Swing-bed SNF type inpatient days applicable to title XVIII only (including private room days) through December 31 of the", , , , , ,"10 "
"Line(00382)", ,"  cost reporting period (see instructions).", , , , , ,""
"Line(00383)","11 "," Swing-bed SNF type inpatient days applicable to title XVIII only (including private room days) after  December 31 of the", , , , , ,"11 "
"Line(00384)", ,"\"  cost reporting period (if calendar year"," enter 0 on this line)\"", , , , , ,""
"Line(00385)","12 "," Swing-bed NF type inpatient days applicable to titles V or XIX only (including private room days) through December 31 of", , , , , ,"12 "
"Line(00386)", ,"  the cost reporting period.", , , , , ,""
"Line(00387)","13 "," Swing-bed NF type inpatient days applicable to titles V or XIX only (including private room days) after December 31 of the", , , , , ,"13 "
"Line(00388)", ,"\" cost reporting period (if calendar year"," enter 0 on this line) \"", , , , , ,""
"Line(00389)","14 "," Medically necessary private room days applicable to the Program (excluding swing-bed days)", , , , , ,"14 "
"Line(00390)","15 "," Total nursery days (title V or XIX only)", , , , , ,"15 "
"Line(00391)","16 "," Nursery days (title V or XIX only)", , , , , ,"16 "
"Line(00392)","4090 (Cont.)", , ,"           FORM CMS-2552-10", , , , ,"08-11", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00393)","COMPUTATION OF INPATIENT", , , ," PROVIDER CCN: ______________", ," PERIOD:","\" WORKSHEET D-1","\"", , , , , , , , , , , , , , , , , , , , , , ,"  ."
"Line(00394)","OPERATING COST", , , , , ," FROM ____________"," PART II", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00395)", , , , ," COMPONENT CCN: ____________", ," TO _______________", , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00396)","Check", ,"   [ ]  Title V - I/P", ,"   [ ]  Hospital","   [ ]Subprovider (other)        ", ,"  [  ]  PPS", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00397)","applicable", ,"\"   [ ]  Title XVIII"," Part A\"", ,"   [ ]  IPF", , ,"  [  ]  TEFRA", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00398)","boxes:", ,"   [ ]  Title XIX - I/P", ,"   [ ]  IRF", , ,"  [  ]  Other", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00399)","PART II - HOSPITAL AND SUBPROVIDERS ONLY", , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00400)", , , ,"PROGRAM INPATIENT OPERATING COST BEFORE", , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00401)", , , ,"PASS-THROUGH COST ADJUSTMENTS", , , ,"1", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00402)","38 "," Adjusted general inpatient routine service cost per diem (see instructions)", , , , , , ,"38 ", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00403)","39 "," Program general inpatient routine service cost (line 9 x line 38)", , , , , , ,"39 ", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00404)","40 "," Medically necessary private room cost applicable to the Program (line 14 x line 35)", , , , , , ,"40 ", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00405)","41 "," Total Program general inpatient routine service cost (line 39 + line 40)", , , , , , ,"41 ", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00406)", , , , , ,"Average", , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00407)", , , ,"Total ","Total","Per Diem","Program","Program Cost", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00408)", , , ,"Inpatient Cost","Inpatient Days", ,"Days","(col. 3 x col. 4)", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00409)", , , ,"1","2 ","3","4","5", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00410)","42 "," Nursery (title V & XIX only)", , , , , , ,"42 ", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00411)", ,"Intensive Care Type Inpatient", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00412)", ,"Hospital Units", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00413)","43 "," Intensive Care Unit", , , , , , ,"43 ", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00414)","44 "," Coronary Care Unit", , , , , , ,"44 ", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00415)","45 "," Burn Intensive Care Unit", , , , , , ,"45 ", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00416)","46 "," Surgical Intensive Care Unit", , , , , , ,"46 ", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00417)","47 "," Other Special Care Unit (specify)", , , , , , ,"47 ", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00418)", , , , , , , ,"1", , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00419)","48 ","\" Program inpatient ancillary service cost (Worksheet D-3"," column 3"," line 200)\"", , , , , , ,"48 ", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00420)","49 "," Total Program inpatient costs (sum of lines 41 through 48) (see instructions)", , , , , , ,"49 ", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00421)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00422)", , , ,"PASS-THROUGH COST ADJUSTMENTS", , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00423)","50 ","\" Pass through costs applicable to Program inpatient routine services (from Worksheet D"," sum of Parts I and III)\"", , , , , , ,"50 ", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00424)","51 ","\" Pass through costs applicable to Program inpatient ancillary services (from Worksheet D"," sum of Parts II and IV)\"", , , , , , ,"51 ", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00425)","52 "," Total Program excludable cost (sum of lines 50 and 51)", , , , , , ,"52 ", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00426)","53 ","\" Total Program inpatient operating cost excluding capital related"," nonphysician anesthetist"," and  medical education costs\"", , , , , , ,"53 ", , , , , , , , , , , , , , , , , , , , , ,""
"Line(00427)", ," (line 49 minus line 52)", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00428)","4090 (Cont.)", , ,"FORM CMS-2552-10", , , , ,"08-11","08-11", , , ,"FORM CMS-2552-10", , , ,"4090 (Cont.)", , , , , , , ,"  .", , , ,""
"Line(00429)","APPORTIONMENT OF COST OF", , , , ," PROVIDER CCN:"," PERIOD:","\" WORKSHEET  D-2","\"", ,"APPORTIONMENT OF COST OF", , , , ," PROVIDER CCN:"," PERIOD:","\" WORKSHEET D-2","\"", , , , , , , , , , , , ,""
"Line(00430)","SERVICES RENDERED BY", , , , , ," FROM ____________"," PARTS I-III", ,"SERVICES RENDERED BY", , , , , ," FROM ____________"," PARTS I-III (Cont.)", , , , , , , , , , , , ,""
"Line(00431)","INTERNS AND RESIDENTS", , , , ," ________________"," TO _______________", , ,"INTERNS AND RESIDENTS", , , , ," ________________"," TO _______________", , , , , , , , , , , , , ,""
"Line(00432)","PART I - NOT IN APPROVED TEACHING PROGRAM", , , , , , , , ,"PART I - NOT IN APPROVED TEACHING PROGRAM", , , , , , , , , , , , , , , , , , , ,""
"Line(00433)", , , , , ,"Percent of","Expense","Total Inpatient Days", , ,"Average Cost", ,"Health Care Program Inpatient Days", ,"Title V","Title XVIII","Title XIX", , , , , , , , , , , , ,""
"Line(00434)", , ,"Cost Centers", , ,"Assigned Time","Allocation"," All Patients", , ,"Per Day","Title V","\"Title XVIII"," Part B\"","Title XIX","(col. 4 x col. 5)","(col. 4 x col. 6)","(col. 4 x col. 7)", , , , , , , , , , , , ,""
"Line(00435)", , , , , ,"1","2","3", , ,"4","5","6","7","8","9","10", , , , , , , , , , , , ,""
"Line(00436)","1 "," Total cost of services rendered", , , ,"100.00", , ,"1 ","1 ", , , , , , , ,"1 ", , , , , , , , , , , ,""
"Line(00437)", ,"Hospital Inpatient Routine Services:", , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00438)","2 "," ","Adults & pediatrics (general routine care)", , , , , ,"2 ","2 ", , , , , , , ,"2 ", , , , , , , , , , , ,""
"Line(00439)","3 ", ,"Intensive care unit", , , , , ,"3 ","3 ", , , , , , , ,"3 ", , , , , , , , , , , ,""
"Line(00440)","4 ", ,"Coronary care unit", , , , , ,"4 ","4 ", , , , , , , ,"4 ", , , , , , , , , , , ,""
"Line(00441)","5 ", ,"Burn Intensive Care Unit", , , , , ,"5 ","5 ", , , , , , , ,"5 ", , , , , , , , , , , ,""
"Line(00442)","6 ", ,"Surgical Intensive Care Unit", , , , , ,"6 ","6 ", , , , , , , ,"6 ", , , , , , , , , , , ,""
"Line(00443)","7 ", ,"Other Special Care (specify)", , , , , ,"7 ","7 ", , , , , , , ,"7 ", , , , , , , , , , , ,""
"Line(00444)","8 ", ,"Nursery", , , , , ,"8 ","8 ", , , , , , , ,"8 ", , , , , , , , , , , ,""
"Line(00445)","9 "," Subtotal (sum of lines 2 through 8)", , , , , , ,"9 ","9 ", , , , , , , ,"9 ", , , , , , , , , , , ,""
"Line(00446)","10 "," IPF - Inpatient routine service", , , , , , ,"10 ","10 ", , , , , , , ,"10 ", , , , , , , , , , , ,""
"Line(00447)","11 "," IRF - Inpatient routine service", , , , , , ,"11 ","11 ", , , , , , , ,"11 ", , , , , , , , , , , ,""
"Line(00448)","12 "," Subprovider (Other) - Inpatient routine service", , , , , , ,"12 ","12 ", , , , , , , ,"12 ", , , , , , , , , , , ,""
"Line(00449)","13 "," Skilled Nursing Facility", , , , , , ,"13 ","13 ", , , , , , , ,"13 ", , , , , , , , , , , ,""
"Line(00450)","14 "," Nursing Facility", , , , , , ,"14 ","14 ", , , , , , , ,"14 ", , , , , , , , , , , ,""
"Line(00451)","15 "," Other Long Term Care", , , , , , ,"15 ","15 ", , , , , , , ,"15 ", , , , , , , , , , , ,""
"Line(00452)","16 "," Home Health Agency", , , , , , ,"16 ","16 ", , , , , , , ,"16 ", , , , , , , , , , , ,""
"Line(00453)","17 "," Outpatient Rehabilitation Providers", , , , , , ,"17 ","17 ", , , , , , , ,"17 ", , , , , , , , , , , ,""
"Line(00454)","18 "," Ambulatory Surgical Center", , , , , , ,"18 ","18 ", , , , , , , ,"18 ", , , , , , , , , , , ,""
"Line(00455)","19 "," Hospice", , , , , , ,"19 ","19 ", , , , , , , ,"19 ", , , , , , , , , , , ,""
"Line(00456)","20 "," Subtotal (sum of lines 9 through 19)", , , , , , ,"20 ","20 ", , , , , , , ,"20 ", , , , , , , , , , , ,""
"Line(00457)", , , , , , , ,"Total Charges", , ,"Ratio of Cost", ,"Titles V and XIX Outpatient and ", , ,"Titles V and XIX Outpatient and ", , , , , , , , , , , , , ,""
"Line(00458)", , , , , , , ,"\"(from Worksheet C","\"", , ,"to Charges", ,"Title XVIII Part B Charges", , ,"Title XVIII Part B Cost", , , , , , , , , , , , , ,""
"Line(00459)", , , , , , , ,"\"Part I"," column 8","\"", , , ,"Title","Title XVIII","Title","  Title","Title XVIII","Title", , , , , , , , , , , , ,""
"Line(00460)", ,"Hospital Outpatient Services:", , , , , ,"lines 88 through 93)", , ,"column 3)","V","Part B","XIX","V","Part B","XIX", , , , , , , , , , , , ,""
"Line(00461)","21 ", ,"Rural Health Clinic (RHC)", , , , , ,"21 ","21 ", , , , , , , ,"21 ", , , , , , , , , , , ,""
"Line(00462)","22 ", ,"Federally Qualified Health Center (FQHC)", , , , , ,"22 ","22 ", , , , , , , ,"22 ", , , , , , , , , , , ,""
"Line(00463)","23 ", ,"Clinic", , , , , ,"23 ","23 ", , , , , , , ,"23 ", , , , , , , , , , , ,""
"Line(00464)","24 ", ,"Emergency", , , , , ,"24 ","24 ", , , , , , , ,"24 ", , , , , , , , , , , ,""
"Line(00465)","25 ", ,"Observation beds", , , , , ,"25 ","25 ", , , , , , , ,"25 ", , , , , , , , , , , ,""
"Line(00466)","26 ", ,"Other Outpatient Service (specify)", , , , , ,"26 ","26 ", , , , , , , ,"26 ", , , , , , , , , , , ,""
"Line(00467)","27 "," Subtotal (sum of lines 21 through 26)", , , , , , ,"27 ","27 ", , , , , , , ,"27 ", , , , , , , , , , , ,""
"Line(00468)","28 "," Total (sum of lines 20 and 27)", , , ,"100.00", , ,"28 ","28 ", , , , , , , ,"28 ", , , , , , , , , , , ,""
"Line(00469)","\"PART II - IN AN APPROVED TEACHING PROGRAM (TITLE XVIII"," PART B INPATIENT ROUTINE COSTS ONLY)\"", , , , , , , , ,"\"PART II - IN AN APPROVED TEACHING PROGRAM (TITLE XVIII"," PART B INPATIENT ROUTINE COSTS ONLY)\"", , , , , , , , , , , , , , , , , , , ,""
"Line(00470)", , , , , ,"Expenses Allocated", , , , , ,"Average Cost", ,"Expenses", , , , , , , , , , , , , , , ,""
"Line(00471)", , , , , ,"to cost centers", ,"Net Cost", , ,"Total","Per Day","Title XVIII","Applicable", , , , , , , , , , , , , , , ,""
"Line(00472)", , , , , ,"\"on Worksheet B"," Part I\"","Swing Bed","(column 1 plus", , ," Inpatient Days -", ," Part B","to Title XVIII", , , , , , , , , , , , , , , ,""
"Line(00473)", , , , , ," columns 21 and 22","Amount","column 2)", , ," All Patients","column 4)"," Inpatient Days","(col. 5 x col. 6)", , , , , , , , , , , , , , , ,""
"Line(00474)", ,"Hospital Inpatient Routine Services:", , , ,"1","2","3", , ,"4 ","5 ","6 ","7 ", , , , , , , , , , , , , , , ,""
"Line(00475)","29 ", ,"Adults & Pediatrics (general routine care)", , , , , ,"29 ","29 ", , , , , , , ,"29 ", , , , , , , , , , , ,""
"Line(00476)","30 ", ,"Swing Bed - SNF", , , , , ,"30 ","30 ", , , , , , , ,"30 ", , , , , , , , , , , ,""
"Line(00477)","31 ", ,"Swing Bed - NF", , , , , ,"31 ","31 ", , , , , , , ,"31 ", , , , , , , , , , , ,""
"Line(00478)","32 ", ,"Intensive care unit", , , , , ,"32 ","32 ", , , , , , , ,"32 ", , , , , , , , , , , ,""
"Line(00479)","33 ", ,"Coronary care unit", , , , , ,"33 ","33 ", , , , , , , ,"33 ", , , , , , , , , , , ,""
"Line(00480)","34 ", ,"Burn Intensive Care Unit", , , , , ,"34 ","34 ", , , , , , , ,"34 ", , , , , , , , , , , ,""
"Line(00481)","35 ", ,"Surgical Intensive Care Unit", , , , , ,"35 ","35 ", , , , , , , ,"35 ", , , , , , , , , , , ,""
"Line(00482)","36 ", ,"Other Special Care (specify)", , , , , ,"36 ","36 ", , , , , , , ,"36 ", , , , , , , , , , , ,""
"Line(00483)","37 ","\" Subtotal (sum of lines 28"," and 29 through 36)\"", , , , , , ,"37 ","37 ", , , , , , , ,"37 ", , , , , , , , , , , ,""
"Line(00484)","38 "," IPF - Inpatient routine service", , , , , , ,"38 ","38 ", , , , , , , ,"38 ", , , , , , , , , , , ,""
"Line(00485)","39 "," IRF - Inpatient routine service", , , , , , ,"39 ","39 ", , , , , , , ,"39 ", , , , , , , , , , , ,""
"Line(00486)","40 "," Subprovider (Other)- Inpatient routine service", , , , , , ,"40 ","40 ", , , , , , , ,"40 ", , , , , , , , , , , ,""
"Line(00487)","41 "," Skilled Nursing Facility", , , , , , ,"41 ","41 ", , , , , , , ,"41 ", , , , , , , , , , , ,""
"Line(00488)","42 "," Total (sum of lines 37 through 41)", , , , , , ,"42 ","42 ", , , , , , , ,"42 ", , , , , , , , , , , ,""
"Line(00489)","PART III - SUMMARY FOR TITLE XVIII (TO BE COMPLETED ONLY IF BOTH PARTS I AND II ARE USED)", , , , , , , , ,"PART III - SUMMARY FOR TITLE XVIII (TO BE COMPLETED ONLY IF BOTH PARTS I AND II ARE USED)", , , , , , , , , , , , , , , , , , , ,""
"Line(00490)", , , , , , ," Not In Approved Teaching Program", , , ,"In Approved Teaching Program", ,"Total Title XVIII Costs", , , , , , , , , , , , , , , , ,""
"Line(00491)", , , , , , ,"(from Part I)","Amount", , ,"\"(from Part II"," col. 7)\"","Amount","\"(to Wkst. E"," Part B)\"","(col. 2 + col. 4)", , , , , , , , , , , , , , , ,""
"Line(00492)","08-11", , ,"                    FORM CMS-2552-10", , , , ,"4090 (Cont.)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00493)","COMPUTATION OF ORGAN ACQUISITION COSTS AND CHARGES", , , , ," PROVIDER CCN:"," PERIOD:","\" WORKSHEET D-4","\"", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00494)","FOR HOSPITALS WHICH ARE CERTIFIED TRANSPLANT CENTERS", , , , ," ________________"," FROM ____________"," PART I", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00495)", , , , , ," OPO CCN: "," TO _______________", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00496)", , , , , ," ________________", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00497)","Check", ,"   [ ] HEART","  [ ] LIVER"," [ ] PANCREAS", ," [ ] ISLET", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00498)","applicable box:", ,"   [ ] KIDNEY","  [ ] LUNG"," [ ] INTESTINE", ," [ ] OTHER (specify)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00499)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00500)","PART I - COMPUTATION OF ORGAN ACQUISITION COSTS (INPATIENT ROUTINE AND ANCILLARY SERVICES)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00501)", , , ,"Inpatient", , ,"Organ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00502)","     Computation of Inpatient", , ,"Routine Organ", ,"Per Diem Costs","Acquisition","Cost", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00503)","     Routine Service Costs ", , ,"Charges", ,"\"(from Wkst. D-1"," Part II)\"","Days","(col. 2 x col. 3)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00504)","     Applicable to Organ Acquisition", , ,"1","D","2","3","4", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00505)","1 "," Adults and Pediatrics", , ,"38 ", , , ,"1 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00506)","2 "," Intensive Care", , ,"43 ", , , ,"2 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00507)","3 "," Coronary Care", , ,"44 ", , , ,"3 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00508)","4 "," Burn Intensive Care Unit", , ,"45 ", , , ,"4 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00509)","5 "," Surgical Intensive Care Unit", , ,"46 ", , , ,"5 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00510)","6 "," Other Special Care (specify)", , ,"47 ", , , ,"6 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00511)","7 "," TOTAL (sum of lines 1-6)", , , , , , ,"7 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00512)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00513)", , , , , ,"Ratio of Cost","Organ","Organ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00514)", , , , , ,"to Charges","Acquisition","Acquisition", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00515)","    Computation of Ancillary", , , , ,"(from","Ancillary","Ancillary", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00516)","    Service Costs Applicable", , , , ,"Wkst. C)","Charges","Costs", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00517)","    to Organ Acquisition", , , ,"C","1","2","3", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00518)","8 "," Operating Room", , ,"50 ", , , ,"8 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00519)","9 "," Recovery Room", , ,"51 ", , , ,"9 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00520)","10 "," Labor Room & Delivery Room ", , ,"52 ", , , ,"10 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00521)","11 "," Anesthesiology", , ,"53 ", , , ,"11 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00522)","12 "," Radiology-Diagnostic", , ,"54 ", , , ,"12 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00523)","13 "," Radiology-Therapeutic", , ,"55 ", , , ,"13 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00524)","14 "," Radioisotope", , ,"56 ", , , ,"14 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00525)","15 "," Computed Tomography (CT) Scan", , ,"57 ", , , ,"15 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00526)","16 "," Magnetic Resonance Imaging (MRI)", , ,"58 ", , , ,"16 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00527)","17 "," Cardiac Catheterization", , ,"59 ", , , ,"17 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00528)","18 "," Laboratory", , ,"60 ", , , ,"18 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00529)","19 "," PBP Clinical Laboratory Services-Program Only", , ,"61 ", , , ,"19 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00530)","20 "," Whole Blood & Packed Red Blood Cells", , ,"62 ", , , ,"20 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00531)","21 ","\" Blood Storage"," Processing"," & Transfusing\"", , ,"63 ", , , ,"21 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00532)","22 "," IV Therapy", , ,"64 ", , , ,"22 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00533)","23 "," Respiratory Therapy", , ,"65 ", , , ,"23 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00534)","24 "," Physical Therapy", , ,"66 ", , , ,"24 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00535)","25 "," Occupational Therapy", , ,"67 ", , , ,"25 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00536)","26 "," Speech Pathology", , ,"68 ", , , ,"26 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00537)","27 "," Electrocardiology", , ,"69 ", , , ,"27 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00538)","28 "," Electroencephalography", , ,"70 ", , , ,"28 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00539)","29 "," Medical Supplies Charged to Patients", , ,"71 ", , , ,"29 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00540)","30 "," Implantable Devices Charged to Patients", , ,"72 ", , , ,"30 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00541)","31 "," Drugs Charged to Patients", , ,"73 ", , , ,"31 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00542)","32 "," Renal Dialysis", , ,"74 ", , , ,"32 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00543)","33 "," ASC (non-distinct part)", , ,"75 ", , , ,"33 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00544)","34 "," Other Ancillary (specify)", , ,"76 ", , , ,"34 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00545)","35 "," Rural Health Clinic (RHC)", , ,"88 ", , , ,"35 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00546)","36 "," Federally Qualified Health Center (FQHC)", , ,"89 ", , , ,"36 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00547)","37 "," Clinic", , ,"90 ", , , ,"37 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00548)","38 "," Emergency Room", , ,"91 ", , , ,"38 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00549)","39 "," Observation Beds", , ,"92 ", , , ,"39 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
"Line(00550)","40 "," Other Outpatient Service (specify)", , ,"93 ", , , ,"40 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,""
